Date,sentiment_score,acceptance,target_return_t+1
2020-02-05,0.07955,0.7012731978359212,0.0194093169425442
2020-02-06,0.0462888888888888,0.636611130709153,-0.001188323805631
2020-02-07,0.2132944444444444,0.6322093899860864,0.0310264963298576
2020-02-10,0.1462833333333333,0.6526093806588662,0.0040192609370288
2020-02-11,0.2927916666666667,0.6450257946832052,-0.0091556579336954
2020-02-12,0.4393,0.6374422087075441,0.04784365255178
2020-02-13,-0.4588,0.7039150100342552,-0.0049377556683485
2020-02-14,0.5892999999999999,0.6769563983840211,0.0729597130158357
2020-02-18,0.0,0.6516411422550601,0.0687558089532556
2020-02-19,0.0,0.6672439601082909,-0.0196311050979861
2020-02-20,0.151625,0.6765274607435112,0.0017678087791648
2020-02-21,0.0,0.6883701908620424,-0.0745949032764651
2020-02-24,-0.00516,0.6679668741346813,-0.0406337396414488
2020-02-25,-0.01032,0.6640808152489257,-0.0263904705767898
2020-02-26,0.4019,0.6247552240060962,-0.1281458395846271
2020-02-27,0.31565,0.6534974248797687,-0.0162150478009941
2020-02-28,0.31565,0.6534974248797687,0.1132203429321523
2020-03-02,0.2294,0.6822396257534413,0.0025416095259802
2020-03-03,0.1139666666666666,0.670756411024343,0.0053520173720666
2020-03-04,-0.3255166666666667,0.6992123954215135,-0.0333022304450705
2020-03-05,-0.3255166666666667,0.6992123954215135,-0.0290667048694489
2020-03-06,-0.765,0.727668379818684,-0.1357252572024996
2020-03-09,0.0886874999999999,0.6632524487766879,0.0613980238236631
2020-03-10,0.1773749999999999,0.6519735224735579,-0.0172004526705585
2020-03-11,0.0155833333333333,0.6864869775495467,-0.116172423011135
2020-03-12,0.1878166666666666,0.6744924616856611,-0.0248505535904755
2020-03-13,0.1878166666666666,0.6744924616856611,-0.1857780645558401
2020-03-16,0.2263,0.7717106826402171,-0.033410463808802
2020-03-17,0.0084333333333333,0.706126298728784,-0.1603440409986845
2020-03-18,-0.2094333333333333,0.6405419148173509,0.1838768421567878
2020-03-19,-0.2741333333333333,0.7048734780748896,-0.0002571736151377
2020-03-20,-0.0906791666666666,0.6914894703679327,0.0158117470642444
2020-03-23,0.0695708333333333,0.6727662168264159,0.1628174932356298
2020-03-24,0.0463666666666666,0.667426970991856,0.0678217645089267
2020-03-25,0.7096,0.6433422739268898,-0.020565621439638
2020-03-26,0.0,0.6330369700183477,-0.026128393930185
2020-03-27,0.4019,0.570417255194238,-0.0237771485955257
2020-03-30,0.0,0.7031123309944138,0.0435544623934431
2020-03-31,0.6808,0.7317182935538348,-0.0809923905527714
2020-04-01,0.1103499999999999,0.7081034832564197,-0.0562546645498724
2020-04-02,-0.4601,0.6844886729590045,0.0561973469358718
2020-04-03,0.4215,0.6124216200300169,0.0754775752334993
2020-04-06,0.146475,0.5942842034841029,0.056582237006908
2020-04-07,0.296,0.6309981126196943,0.0062149944977303
2020-04-08,0.317,0.6438093941829258,0.0440201574824166
2020-04-09,-0.0064249999999999,0.661078381823476,0.1360383930298492
2020-04-13,0.4019,0.6978871977160247,0.0905445731500638
2020-04-14,0.6318,0.6507575656045436,0.0280888782705652
2020-04-15,0.3159,0.6742744629199398,0.0210734016250004
2020-04-16,0.0,0.6977913602353361,0.0116477235862064
2020-04-17,0.0799,0.6499882160476125,-0.0099882483605731
2020-04-20,0.1114083333333333,0.6820374992902214,-0.0799077799617374
2020-04-21,0.1114083333333333,0.6820374992902214,0.0660968284941083
2020-04-22,-0.0209333333333333,0.6410391972286376,-0.0361694627790739
2020-04-23,0.25195,0.6780033411696625,0.0276632453162877
2020-04-24,0.1607,0.6605851263464348,0.1014962224555282
2020-04-27,0.0,0.6658609002457566,-0.0370954773235768
2020-04-28,0.1967,0.7014082985028909,0.0408128769246769
2020-04-29,0.3934,0.7369556967600251,-0.0232726749233698
2020-04-30,-0.14825,0.6918134502774097,-0.1030337133662409
2020-05-01,-0.06425,0.7203386066574599,0.085367587936316
2020-05-07,-0.2270333333333333,0.6390714154460927,0.0504845627484422
2020-05-08,0.4618,0.7241116890169619,-0.0099216488475673
2020-05-11,-0.1589,0.6096704280272546,-0.0023172703112921
2020-05-12,-0.02065,0.652337916650815,-0.0227943726134135
2020-05-13,0.1591,0.5698544414372725,0.0156391928020402
2020-05-14,0.10115,0.7034264050243557,-0.0051784256506188
2020-05-15,0.1279142857142857,0.6471168971170129,0.0180937855045799
2020-05-18,0.0,0.7071832608393737,-0.0069073433378705
2020-05-19,-0.5093,0.7067810910684365,0.009343957133908
2020-05-20,0.4215,0.5633580157712877,0.014762844784909
2020-05-21,0.21075,0.6331191204742552,-0.012953077701596
2020-05-22,0.0,0.7028802251772227,0.0024360442933191
2020-05-26,0.4566333333333333,0.5808054614880002,0.0016608447192643
2020-05-27,0.0,0.6821657314906244,-0.0175803816204168
2020-05-28,0.0,0.6472661380348363,0.0362244028088376
2020-05-29,0.0,0.6472661380348363,0.07556883131087
2020-06-01,0.0,0.5964626152258119,-0.0184166287841018
2020-06-02,0.0,0.6758363548365441,0.001588043601163
2020-06-03,0.28535,0.618983619463193,-0.021042854169221
2020-06-04,0.5707,0.5621308840898418,0.0246188055382796
2020-06-05,0.0,0.6933946543922158,0.0725560681818036
2020-06-08,0.4254,0.680818359755383,-0.009737634144336
