Date,close,high,low,open,volume,target_return_t+1,target_return_t+5,target_return_t+21,supplier_CATL_ret_lag1,supplier_CATL_ret_lag2,supplier_Ganfeng Lithium_ret_lag3,supplier_Ganfeng Lithium_ret_lag4,supplier_Glencore_ret_lag1,supplier_Glencore_ret_lag2,supplier_AGC Inc._ret_lag1,supplier_AGC Inc._ret_lag2,tech_Apple_ret_lag1,tech_Apple_ret_lag2,tech_Google_ret_lag1,tech_Google_ret_lag2,tech_Meta_ret_lag1,tech_Meta_ret_lag2,tech_Microsoft_ret_lag1,tech_Microsoft_ret_lag2,tech_NVIDIA_ret_lag3,comp_Ford_ret_lag1,comp_Ford_ret_lag2,comp_General Motors_ret_lag1,comp_General Motors_ret_lag2,comp_BYD_ret_lag1,comp_BYD_ret_lag2,comp_NIO_ret_lag1,comp_NIO_ret_lag2,supplier_pca_lag1,supplier_pca_lag2,tech_pca_lag1,tech_pca_lag2,comp_pca_lag1,comp_pca_lag2,market_S&P 500_lag1,market_S&P 500_lag2,market_NASDAQ_lag1,market_NASDAQ_lag2,market_Dow Jones_lag1,market_Dow Jones_lag2,market_VIX_lag1,market_VIX_lag2
2020-01-09 00:00:00+00:00,32.089332580566406,33.253334045410156,31.524667739868164,33.13999938964844,426606000.0,-0.006627297633174267,0.06679270843908469,0.6023601210933014,0.010087221926358855,-0.0054231215087533645,0.08552218819851418,0.026888929788609617,0.01174505424608613,0.0029578316731314483,-0.025841216861408833,0.01801845576461749,0.015958208351889953,-0.004714183500089863,0.007092455180401175,-0.0019336244396338882,0.01008691296928762,0.0021612886286361097,0.015803338333928885,-0.009159861049169467,0.00418501834177274,0.0,0.009777355388944198,-0.014327036417561964,-0.019439958880452197,-0.01169599839795852,0.0,0.04525661958986553,-0.12733943757370625,-0.6572000495359699,0.24405950641232932,0.9757404112345542,-0.28732406173285197,-0.049888544824872386,-1.3765389662089809,0.004890473485641129,-0.0028071750845948405,0.006666774358978516,-0.0003185932225164833,0.005631049962478505,-0.004179001154461909,-0.024964597172115213,-0.00434157113735511
2020-01-10 00:00:00+00:00,31.876667022705078,32.3293342590332,31.579999923706055,32.11933135986328,194392500.0,0.09768895885093332,0.0676565652383232,0.6195335554338373,0.048094720499459495,0.010087221926358855,-0.023697865927718123,0.08552218819851418,-0.005645638233128369,0.01174505424608613,0.00912051969115631,-0.025841216861408833,0.02101833930739663,0.015958208351889953,0.010443153383262965,0.007092455180401175,0.014209562969621446,0.01008691296928762,0.012415544489479912,0.015803338333928885,0.012033792003700626,0.0010806316803492891,0.0,0.012333732007024133,-0.014327036417561964,0.01427665287142513,-0.01169599839795852,0.020438647757226692,0.04525661958986553,1.6740436450479013,-0.6572000495359699,1.2501379560461727,0.9757404112345542,0.5725566031437981,-0.049888544824872386,0.006633214116906491,0.004890473485641129,0.008093731948921294,0.006666774358978516,0.007341566464915119,0.005631049962478505,-0.07005555970406599,-0.024964597172115213
2020-01-13 00:00:00+00:00,34.990665435791016,35.04199981689453,32.79999923706055,32.900001525878906,397764000.0,0.024882822120200876,0.04256375487280417,0.46189468997479777,-0.014804655644102147,0.048094720499459495,-0.01206294674911545,-0.023697865927718123,0.007312180355433518,-0.005645638233128369,0.005174653226221207,0.00912051969115631,0.0022581155428927735,0.02101833930739663,0.0064381648816387044,0.010443153383262965,-0.00110006053931675,0.014209562969621446,-0.004637871006206348,0.012415544489479912,0.0018736830154599295,-0.0010806316803493139,0.0010806316803492891,-0.01233373200702419,0.012333732007024133,-0.0012896474390484646,0.01427665287142513,0.01434743466598412,0.020438647757226692,1.6740436450479013,-0.6572000495359699,0.02952402840272286,1.2501379560461727,-0.21395468436981155,0.5725566031437981,-0.0028592624875049015,0.006633214116906491,-0.0026731544890028105,0.008093731948921294,-0.004608153389080977,0.007341566464915119,0.001593662286273741,-0.07005555970406599
2020-01-14 00:00:00+00:00,35.861331939697266,36.49399948120117,34.99333190917969,36.284000396728516,434943000.0,-0.03610201351305786,0.05881925569787283,0.4946460595566371,0.03119149185659537,-0.014804655644102147,0.042761968248539214,-0.01206294674911545,0.008704858245419802,0.007312180355433518,0.005174653226221207,0.005174653226221207,0.02113955565065331,0.0022581155428927735,0.007716889305767803,0.0064381648816387044,0.017501661954620093,-0.00110006053931675,0.01195259477546891,-0.004637871006206348,0.01092288531423784,-0.001081732328643264,-0.0010806316803493139,0.009478983187908626,-0.01233373200702419,0.14730708281295565,-0.0012896474390484646,0.05271679777691586,0.01434743466598412,-0.3107151211187652,1.6740436450479013,1.4808065199990574,0.02952402840272286,1.8484798907343674,-0.21395468436981155,0.006951994045933256,-0.0028592624875049015,0.010304152044722969,-0.0026731544890028105,0.0028851593419118504,-0.004608153389080977,-0.019293261114412975,0.001593662286273741
2020-01-15 00:00:00+00:00,34.56666564941406,35.85599899291992,34.452667236328125,35.31733322143555,260532000.0,-0.009662477636014799,0.10356804059044,0.5429701932716242,-0.01031831800458257,0.03119149185659537,-0.02115232350132977,0.042761968248539214,0.0014433555576759737,0.008704858245419802,-0.0012912145023811948,0.005174653226221207,-0.01359526915599917,0.02113955565065331,-0.006576870702803255,0.007716889305767803,-0.01292628378611348,0.017501661954620093,-0.007067944782932835,0.01195259477546891,0.005335244637491821,0.005396793995212192,-0.001081732328643264,0.004848053229653331,0.009478983187908626,0.003335396820806515,0.14730708281295565,0.016086122327765937,0.05271679777691586,1.2772400701866773,-0.3107151211187652,-1.1427903644089883,1.4808065199990574,0.367586894281809,1.8484798907343674,-0.0015156808368957204,0.006951994045933256,-0.002439870843610679,0.010304152044722969,0.001127778504497159,0.0028851593419118504,0.005665790016104042,-0.019293261114412975
2020-01-16 00:00:00+00:00,34.232666015625,34.297332763671875,32.81133270263672,32.91666793823242,326050500.0,-0.005822894156913949,0.09996302605960761,0.671697596404145,-0.003463277710566554,-0.01031831800458257,-0.0023781087649843483,-0.02115232350132977,-0.005371731914454245,0.0014433555576759737,-0.00518119731820491,-0.0012912145023811948,-0.004294888190505059,-0.01359526915599917,0.006000458721658387,-0.006576870702803255,0.009495676651276408,-0.01292628378611348,0.006455328705508582,-0.007067944782932835,0.030870500408887832,-0.010822871484294777,0.005396793995212192,0.0,0.004848053229653331,0.015418723562682838,0.003335396820806515,0.13186776918242216,0.016086122327765937,-0.04309164893316291,1.2772400701866773,0.15707786598594692,-1.1427903644089883,1.0273066127006212,0.367586894281809,0.0018684502436879626,-0.0015156808368957204,0.0007963377118361008,-0.002439870843610679,0.003124065059293531,0.001127778504497159,0.002418359297446369,0.005665790016104042
2020-01-17 00:00:00+00:00,34.03333282470703,34.37799835205078,33.54399871826172,33.840667724609375,204436500.0,0.07189030619278935,0.09308519044829677,0.7971008449797425,0.0094951278984138,-0.003463277710566554,0.07563751530805057,-0.0023781087649843483,0.0028960950202061185,-0.005371731914454245,-0.0012995246448438721,-0.00518119731820491,0.012448796455674292,-0.004294888190505059,0.00758633782136535,0.006000458721658387,0.0027995787619141143,0.009495676651276408,0.018157223865482006,0.006455328705508582,-0.018828178504900806,-0.002178508846530799,-0.010822871484294777,0.011315739996712013,0.0,-0.005479547474190886,0.015418723562682838,0.01847625887178794,0.13186776918242216,-0.13798940156827397,-0.04309164893316291,1.0082251921222827,0.15707786598594692,0.2981557826184959,1.0273066127006212,0.008331747422232019,0.0018684502436879626,0.010574935886487256,0.0007963377118361008,0.0091696074412238,0.003124065059293531,-0.008084149313550433,0.002418359297446369
2020-01-21 00:00:00+00:00,36.47999954223633,36.571998596191406,35.227333068847656,35.349998474121094,267052500.0,0.04086264444061727,0.0360014150351986,0.6436586460773399,0.06818148948569863,-0.011404918340111713,-0.016185231958668802,-0.03825005904836813,-0.005773031220091149,0.004739683177525647,0.02236112890019212,0.03450821463693705,0.012448796455674292,0.011010180076468671,0.00758633782136535,0.020043850253285152,0.0027995787619141143,0.001666952901925879,0.018157223865482006,0.005581483803885634,0.013589682484444985,-0.002178508846530799,-0.0010910367246873645,0.011315739996712013,0.0014051699669787553,0.004157961563588055,0.0534887242293079,0.01847625887178794,0.06639610509819377,0.9342738626250304,0.9595603921393095,0.7671018791117514,1.0082251921222827,1.0084467618847603,0.2981557826184959,0.008331747422232019,0.003854723247485144,0.010574935886487256,0.0033938395490808416,0.0091696074412238,0.0017208068863941311,-0.008084149313550433,-0.018018449205493302
2020-01-22 00:00:00+00:00,37.97066879272461,39.633331298828125,37.27333450317383,38.125999450683594,470535000.0,0.004635122144013071,0.0200680484997513,0.5819227724775595,-0.012661068118003821,0.06818148948569863,0.013889032725034169,-0.016185231958668802,-0.015840351007290827,-0.005773031220091149,-0.006161502262959105,0.02236112890019212,-0.006799946483661728,0.011010180076468671,0.001843619892503184,0.020043850253285152,-0.0031560632886610336,0.001666952901925879,-0.003597414336482467,0.005581483803885634,0.0014049154347455328,0.005443524639649259,-0.0010910367246873645,-0.017283326765017374,0.0014051699669787553,-0.055451223516228006,0.004157961563588055,0.10171361525954806,0.06639610509819377,-1.4926761700987294,0.9342738626250304,-0.40849900746815804,0.7671018791117514,0.13494071692494744,1.0084467618847603,-0.002655500369585384,0.003854723247485144,-0.0019329537995132332,0.0033938395490808416,-0.005194743394477503,0.0017208068863941311,0.06013835689846975,-0.018018449205493302
2020-01-23 00:00:00+00:00,38.14666748046875,38.79999923706055,37.040000915527344,37.616668701171875,294765000.0,-0.012897603180825445,0.11990565924527385,0.4571652573220586,0.0953477034556451,-0.012661068118003821,0.03612130256703332,0.013889032725034169,-0.012259606224367442,-0.015840351007290827,-0.007444161136264897,-0.006161502262959105,0.0035629695445442058,-0.006799946483661728,0.0010922214322151458,0.001843619892503184,-0.0005421143082661736,-0.0031560632886610336,-0.004816352952116102,-0.003597414336482467,0.0014049154347455328,-0.005443524639649213,0.005443524639649259,-0.0022889808811883848,-0.017283326765017374,0.039768802725338635,-0.055451223516228006,-0.07634229981844054,0.10171361525954806,2.5544472618956986,-1.4926761700987294,-0.013550945588722682,-0.40849900746815804,-0.5390109292046286,0.13494071692494744,0.00028903429668107475,-0.002655500369585384,0.0013820585287682805,-0.0019329537995132332,-0.0003346743757314431,-0.005194743394477503,0.0046583520116063905,0.06013835689846975
