Date,close,high,low,open,volume,daily_returns,daily_return,weekly_return,monthly_return,RSI,MACD,MACD_signal,BB_middle,BB_upper,BB_lower,daily_volatility,high_low_ratio,true_range,ATR,trend,seasonal,residual,wavelet_approx,wavelet_detail_3,wavelet_detail_2,wavelet_detail_1
2020-02-03,0.061254880423600874,0.05507247581822097,0.049601206060408916,0.044204442092015815,0.764765844199972,0.9361154129879024,0.9361154129879026,0.8322408750412,0.8354345750765699,0.8915661149574325,0.517552248817324,0.5195483862752721,0.010484871542494348,0.015184511648961688,0.015703192827498158,0.47383785025898034,0.6287085145030789,0.13184699520020915,0.016058503549861783,0.032862827915832934,0.383752715816779,0.49373745952194964,0.04597165403622713,0.5500756402931603,0.5501545847924583,0.5355940371109879
2020-02-04,0.07691452767111223,0.08148352519739661,0.07422598210187487,0.07514414817505286,1.0,0.7951137592369917,0.7951137592369917,1.0,0.9491564425109782,0.921068928293456,0.5335479513993199,0.5269003771881652,0.014179406898235547,0.026468551536622822,0.009453400703067286,0.5319659850693614,0.608169913469359,0.19074711263666483,0.045592033688784867,0.035517671895311104,0.4955496501968198,0.5453554741450019,0.04907538198426163,0.5330349926002091,0.6218504528584358,0.6051038876387907
2020-02-05,0.05462885605136453,0.06371582930250477,0.054298586553281215,0.06631774971841312,0.7878046778937745,0.08883965330541638,0.08883965330541638,0.6983665119545612,0.7239519756579769,0.6864973256010026,0.5346825507623161,0.5330398027624439,0.016432842784417104,0.02930713582733485,0.010773913272158583,0.7150343742138772,0.7644785539026469,0.18408748012810378,0.07430578308910317,0.038500151947351166,0.30169290822495776,0.4481204814421765,0.051768624969822735,0.5139851615222409,0.6194411509801429,0.38011735583985945
2020-02-06,0.05671466750916447,0.056472109293517925,0.05167118542159526,0.04808243570030824,0.6429557256961329,0.5257663182650274,0.5257663182650274,0.6021109875965781,0.7057237774095022,0.7016074401001553,0.5358015658613576,0.5382056346086193,0.01861145830378287,0.0322297420963369,0.011824324908097261,0.7144807877304307,0.5938615841152117,0.10236390866176823,0.08894478867090229,0.04115741254188744,0.3039863936871129,0.4469583354551155,0.0536199734011317,0.4798785849524817,0.5445357625595905,0.5131672062873938
2020-02-07,0.05658448633243694,0.05270508726745092,0.05827424209170439,0.05261096328204943,0.2560820282854753,0.47868902473861696,0.478689024738617,0.5831179310968971,0.6596982571139773,0.7044614680001501,0.5358371843153563,0.5423463942266209,0.020874140887475176,0.034537935056397726,0.013838196244577328,0.714432863888083,0.18207828366245682,0.026197338922973823,0.09377831703299074,0.0438062144075126,0.3290807099112335,0.43376556916516884,0.05576846353892015,0.45855394133916316,0.5348859750890137,0.5298030051602713
2020-02-10,0.05997940787216473,0.05996180809403877,0.06171396821686311,0.06287885406397956,0.3853779026590625,0.5523181632385333,0.5523181632385334,0.4212955162507446,0.7091054159841598,0.6966707250853964,0.5367072923541252,0.5458567302447888,0.0233607756258504,0.036909693149922734,0.016260668738063144,0.7061297068541952,0.3222179747754952,0.06166751439123386,0.09978297233976123,0.04597302775852617,0.14951907096296274,0.45594605182140946,0.058269527719645664,0.4546126446279438,0.572162294352156,0.5029040179322384
2020-02-11,0.060432840778837635,0.05469260068880116,0.0625738997481528,0.05826458631264913,0.16509999884704102,0.4905913099804632,0.49059130998046324,0.304891605955788,0.7194119916188333,0.6848726692377011,0.5368163306815334,0.5486897775520436,0.025477464799205485,0.0393118394672758,0.01783634026806126,0.703813983762565,0.09970045819188478,0.010496600878950102,0.09591650907835585,0.047921685650777104,0.14341696425111555,0.45083393470318983,0.06018065241381375,0.4438360921509576,0.5797919298384284,0.4944172903128269
2020-02-12,0.05939579378876429,0.055593913569300046,0.06339851738584962,0.0596070311879592,0.17061046466282392,0.46047914662900374,0.4604791466290038,0.477100317096168,0.6248055863069519,0.6732926649109945,0.5356159421596218,0.5506834322493984,0.02742322100625573,0.04123585688650526,0.019645395749524508,0.6852803280848032,0.10327682029580387,0.011455827198949366,0.09591296556240624,0.04962874518957848,0.0,0.4515054942977616,0.061736361156722916,0.4335708798081969,0.5781850141940311,0.4840732762324526
2020-02-13,0.06476535303224343,0.059674368529812616,0.059042035905100355,0.05428014292103738,0.41250804528009105,0.5907549050682536,0.5907549050682537,0.5063706178963214,0.6444612044576917,0.7055993715769994,0.5364633449537434,0.5524709246614851,0.029845130075564844,0.0434673810097712,0.022104440650111676,0.6881744281698368,0.41368610003083717,0.07388414862733603,0.10716282658855363,0.0504183106041126,0.216529142075493,0.45457332527630756,0.06299775343881729,0.43979405906779534,0.5743352659274847,0.5230331345421587
2020-02-14,0.0641846683182563,0.05894783523596882,0.06679678768867164,0.06098938944463305,0.2328566865179078,0.4701194459933394,0.47011944599333944,0.5023214811632324,0.6734627617023011,0.7094775535870123,0.5360634440890355,0.553810042833055,0.03227586184226526,0.04498277356975523,0.02549165406689241,0.6769995345580921,0.10491685574263698,0.012657636076196535,0.10750528862140475,0.050637271370744905,0.26378626433926344,0.44704627873089425,0.0638428277687512,0.46175282286722197,0.5582632759409568,0.49922514325223266
2020-02-18,0.07272243264812675,0.06574089053972365,0.07399257123613687,0.06902924557000595,0.24452191876793444,0.6481593508079031,0.6481593508079031,0.5460269292145619,0.7507180555667803,0.7348388725154894,0.539046153762427,0.5555591453639444,0.0352271128535013,0.04737535422696694,0.02890276272133606,0.6814781536908734,0.09792754235601198,0.04849159074474044,0.11481236372312852,0.05110902920255246,0.6682060420156459,0.4499233780916323,0.06460498505852318,0.5522067661323606,0.542817425372768,0.4801417115008716
2020-02-19,0.0813552759395264,0.07798660280209936,0.08453596076433992,0.08113782170953107,0.39781968670712875,0.6385510452776454,0.6385510452776455,0.6181324150390735,0.8259783698783693,0.7545945071215625,0.5446904788722585,0.5582410760863277,0.03836770528041872,0.051405372950051195,0.030649343686387207,0.6830634577951209,0.15876881087614514,0.07761089808289748,0.12607640896641525,0.05000085043645604,0.573503399389459,0.5017999558647139,0.06419517831765055,0.575086725426447,0.5554840169435421,0.5279122488122338
